threshold,loss,sample_count,labels,class_names,class_coverage_complete,missing_classes,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,confusion_matrix,class_metrics,roc_auc,pr_auc,sensitivity,specificity,positive_predictive_value,negative_predictive_value,brier_score,calibration_error
0.45,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8793273986152325,0.8154740172812462,0.8598806066846374,0.8154740172812462,0.8338335937921,0.8753714155871339,"[[180, 84], [38, 709]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8256880733944955, 'recall': 0.6818181818181818, 'f1': 0.7468879668049793, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.8940731399747793, 'recall': 0.9491298527443106, 'f1': 0.9207792207792208, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9491298527443106,0.6818181818181818,0.8940731399747793,0.8256880733944955,0.09200099398405014,0.027125194205287903
0.46,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8793273986152325,0.8166986126323476,0.8588984024824733,0.8166986126323476,0.8343050435791894,0.8755684164110846,"[[181, 83], [39, 708]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8227272727272728, 'recall': 0.6856060606060606, 'f1': 0.7479338842975206, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.8950695322376738, 'recall': 0.9477911646586346, 'f1': 0.9206762028608583, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9477911646586346,0.6856060606060606,0.8950695322376738,0.8227272727272728,0.09200099398405014,0.027125194205287903
0.47,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8822947576656776,0.8223804308141658,0.8617946324918623,0.8223804308141658,0.8390611936405166,0.8789119788011134,"[[184, 80], [39, 708]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8251121076233184, 'recall': 0.696969696969697, 'f1': 0.75564681724846, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.8984771573604061, 'recall': 0.9477911646586346, 'f1': 0.9224755700325733, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9477911646586346,0.696969696969697,0.8984771573604061,0.8251121076233184,0.09200099398405014,0.027125194205287903
0.48,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8832838773491593,0.8267235609103079,0.8609178597835585,0.8267235609103079,0.8415192093097401,0.8803869061556735,"[[187, 77], [41, 706]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8201754385964912, 'recall': 0.7083333333333334, 'f1': 0.7601626016260162, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9016602809706258, 'recall': 0.9451137884872824, 'f1': 0.9228758169934641, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9451137884872824,0.7083333333333334,0.9016602809706258,0.8201754385964912,0.09200099398405014,0.027125194205287903
0.49,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8852621167161226,0.8354098211025922,0.859537217215476,0.8354098211025922,0.8463042566575802,0.8832721277936824,"[[193, 71], [45, 702]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8109243697478992, 'recall': 0.7310606060606061, 'f1': 0.7689243027888446, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.908150064683053, 'recall': 0.9397590361445783, 'f1': 0.9236842105263158, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9397590361445783,0.7310606060606061,0.908150064683053,0.8109243697478992,0.09200099398405014,0.027125194205287903
0.5,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8892185954500494,0.8442101740294512,0.8627129330797016,0.8442101740294512,0.8527756685632262,0.8877695725122036,"[[198, 66], [46, 701]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8114754098360656, 'recall': 0.75, 'f1': 0.7795275590551181, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9139504563233377, 'recall': 0.9384203480589023, 'f1': 0.9260237780713342, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9384203480589023,0.75,0.9139504563233377,0.8114754098360656,0.09200099398405014,0.027125194205287903
0.51,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8911968348170128,0.8479980528173299,0.8646739996811732,0.8479980528173299,0.8557812013694366,0.8899244168488364,"[[200, 64], [46, 701]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8130081300813008, 'recall': 0.7575757575757576, 'f1': 0.7843137254901961, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9163398692810457, 'recall': 0.9384203480589023, 'f1': 0.9272486772486772, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9384203480589023,0.7575757575757576,0.9163398692810457,0.8130081300813008,0.09200099398405014,0.027125194205287903
0.52,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8882294757665677,0.8472146160399172,0.8589510379534493,0.8472146160399172,0.8527995567610054,0.8873008690184381,"[[201, 63], [50, 697]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.8007968127490039, 'recall': 0.7613636363636364, 'f1': 0.7805825242718447, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9171052631578948, 'recall': 0.9330655957161981, 'f1': 0.9250165892501659, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9330655957161981,0.7613636363636364,0.9171052631578948,0.8007968127490039,0.09200099398405014,0.027125194205287903
0.53,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8862512363996043,0.8458759279542412,0.8556764733488377,0.8458759279542412,0.8505754512681777,0.8854568363258277,"[[201, 63], [52, 695]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7944664031620553, 'recall': 0.7613636363636364, 'f1': 0.7775628626692457, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.91688654353562, 'recall': 0.9303882195448461, 'f1': 0.9235880398671097, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9303882195448461,0.7613636363636364,0.91688654353562,0.7944664031620553,0.09200099398405014,0.027125194205287903
0.54,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8852621167161226,0.8452065839114031,0.8540576665037082,0.8452065839114031,0.849467058243654,0.8845360506213464,"[[201, 63], [53, 694]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7913385826771654, 'recall': 0.7613636363636364, 'f1': 0.7760617760617761, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.916776750330251, 'recall': 0.92904953145917, 'f1': 0.9228723404255319, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.92904953145917,0.7613636363636364,0.916776750330251,0.7913385826771654,0.09200099398405014,0.027125194205287903
0.55,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8852621167161226,0.847655774613606,0.8529062046388091,0.847655774613606,0.8502222222222222,0.8848321793603693,"[[203, 61], [55, 692]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7868217054263565, 'recall': 0.7689393939393939, 'f1': 0.7777777777777778, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9189907038512616, 'recall': 0.9263721552878179, 'f1': 0.9226666666666666, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9263721552878179,0.7689393939393939,0.9189907038512616,0.7868217054263565,0.09200099398405014,0.027125194205287903
0.56,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.884272997032641,0.8494356212729707,0.8502953376303857,0.8494356212729707,0.8498638726177707,0.8842019038003788,"[[205, 59], [58, 689]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.779467680608365, 'recall': 0.7765151515151515, 'f1': 0.777988614800759, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9211229946524064, 'recall': 0.9223560910307899, 'f1': 0.9217391304347826, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9223560910307899,0.7765151515151515,0.9211229946524064,0.779467680608365,0.09200099398405014,0.027125194205287903
0.57,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8803165182987142,0.8492074358038213,0.8434053056746784,0.8492074358038213,0.8462299429950537,0.8808177914649443,"[[207, 57], [64, 683]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7638376383763837, 'recall': 0.7840909090909091, 'f1': 0.7738317757009345, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.922972972972973, 'recall': 0.9143239625167336, 'f1': 0.9186281102891728, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9143239625167336,0.7840909090909091,0.922972972972973,0.7638376383763837,0.09200099398405014,0.027125194205287903
0.58,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8803165182987142,0.8504320311549227,0.8430120015485869,0.8504320311549227,0.8465963169873785,0.8809567752856382,"[[208, 56], [65, 682]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7619047619047619, 'recall': 0.7878787878787878, 'f1': 0.7746741154562383, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.924119241192412, 'recall': 0.9129852744310576, 'f1': 0.9185185185185185, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9129852744310576,0.7878787878787878,0.924119241192412,0.7619047619047619,0.09200099398405014,0.027125194205287903
0.59,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8793273986152325,0.8522118778142874,0.8408629167607251,0.8522118778142874,0.8462376583225292,0.8803151520568057,"[[210, 54], [68, 679]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7553956834532374, 'recall': 0.7954545454545454, 'f1': 0.7749077490774908, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9263301500682128, 'recall': 0.9089692101740294, 'f1': 0.9175675675675675, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9089692101740294,0.7954545454545454,0.9263301500682128,0.7553956834532374,0.09200099398405014,0.027125194205287903
0.6,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8763600395647874,0.8514284410368748,0.8363904205335301,0.8514284410368748,0.8433675208378522,0.8777110263230024,"[[211, 53], [72, 675]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7455830388692579, 'recall': 0.7992424242424242, 'f1': 0.7714808043875686, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9271978021978022, 'recall': 0.9036144578313253, 'f1': 0.9152542372881356, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.9036144578313253,0.7992424242424242,0.9271978021978022,0.7455830388692579,0.09200099398405014,0.027125194205287903
0.61,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8714144411473789,0.8480817208226847,0.8296666090364223,0.8480817208226847,0.8380286897367643,0.8731601013518554,"[[211, 53], [77, 670]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7326388888888888, 'recall': 0.7992424242424242, 'f1': 0.7644927536231884, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9266943291839558, 'recall': 0.8969210174029452, 'f1': 0.9115646258503401, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8969210174029452,0.7992424242424242,0.9266943291839558,0.7326388888888888,0.09200099398405014,0.027125194205287903
0.62,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8664688427299704,0.8471841913106973,0.8228715728715729,0.8471841913106973,0.8334779123521725,0.8688881776243422,"[[213, 51], [84, 663]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7171717171717171, 'recall': 0.8068181818181818, 'f1': 0.7593582887700535, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9285714285714286, 'recall': 0.8875502008032129, 'f1': 0.9075975359342916, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8875502008032129,0.8068181818181818,0.9285714285714286,0.7171717171717171,0.09200099398405014,0.027125194205287903
0.63,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8654797230464887,0.8477394426189606,0.8215049226441632,0.8477394426189606,0.8327933922890582,0.8681121792148723,"[[214, 50], [86, 661]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7133333333333334, 'recall': 0.8106060606060606, 'f1': 0.7588652482269503, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.929676511954993, 'recall': 0.8848728246318608, 'f1': 0.906721536351166, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8848728246318608,0.8106060606060606,0.929676511954993,0.7133333333333334,0.09200099398405014,0.027125194205287903
0.64,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8644906033630069,0.848294693927224,0.8201809587738436,0.848294693927224,0.8321096747213585,0.8673348741220706,"[[215, 49], [88, 659]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7095709570957096, 'recall': 0.8143939393939394, 'f1': 0.7583774250440917, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9307909604519774, 'recall': 0.8821954484605087, 'f1': 0.9058419243986254, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8821954484605087,0.8143939393939394,0.9307909604519774,0.7095709570957096,0.09200099398405014,0.027125194205287903
0.65,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8635014836795252,0.847625349884386,0.818964955706097,0.847625349884386,0.8310658310246624,0.8664302107815445,"[[215, 49], [89, 658]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.7072368421052632, 'recall': 0.8143939393939394, 'f1': 0.7570422535211268, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9306930693069307, 'recall': 0.8808567603748326, 'f1': 0.9050894085281981, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8808567603748326,0.8143939393939394,0.9306930693069307,0.7072368421052632,0.09200099398405014,0.027125194205287903
0.66,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8595450049455984,0.844947973713034,0.814175333912176,0.844947973713034,0.8269086086327466,0.8628160788357248,"[[215, 49], [93, 654]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.698051948051948, 'recall': 0.8143939393939394, 'f1': 0.7517482517482518, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.930298719772404, 'recall': 0.8755020080321285, 'f1': 0.9020689655172414, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8755020080321285,0.8143939393939394,0.930298719772404,0.698051948051948,0.09200099398405014,0.027125194205287903
0.67,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.857566765578635,0.8460584763295607,0.8118254758793373,0.8460584763295607,0.8255710301066816,0.8612614232543802,"[[217, 47], [97, 650]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6910828025477707, 'recall': 0.821969696969697, 'f1': 0.7508650519031141, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9325681492109039, 'recall': 0.8701472556894244, 'f1': 0.9002770083102493, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8701472556894244,0.821969696969697,0.9325681492109039,0.6910828025477707,0.09200099398405014,0.027125194205287903
0.68,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8555885262116716,0.8447197882438846,0.8095414807394591,0.8447197882438846,0.8235137978860778,0.8594583310212561,"[[217, 47], [99, 648]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6867088607594937, 'recall': 0.821969696969697, 'f1': 0.7482758620689656, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9323741007194245, 'recall': 0.8674698795180723, 'f1': 0.8987517337031901, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8674698795180723,0.821969696969697,0.9323741007194245,0.6867088607594937,0.09200099398405014,0.027125194205287903
0.69,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8526211671612265,0.843936351466472,0.8062305295950156,0.843936351466472,0.8208054529557661,0.8568781993436473,"[[218, 46], [103, 644]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6791277258566978, 'recall': 0.8257575757575758, 'f1': 0.7452991452991453, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9333333333333333, 'recall': 0.8621151271753681, 'f1': 0.8963117606123869, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8621151271753681,0.8257575757575758,0.9333333333333333,0.6791277258566978,0.09200099398405014,0.027125194205287903
0.7,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8496538081107814,0.8443775100401607,0.8031550191050959,0.8443775100401607,0.8184747684747684,0.854416238985972,"[[220, 44], [108, 639]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6707317073170732, 'recall': 0.8333333333333334, 'f1': 0.7432432432432432, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9355783308931186, 'recall': 0.8554216867469879, 'f1': 0.8937062937062937, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8554216867469879,0.8333333333333334,0.9355783308931186,0.6707317073170732,0.09200099398405014,0.027125194205287903
0.71,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8456973293768546,0.84292472921991,0.7990805685527026,0.84292472921991,0.8147899364924279,0.8509358705437067,"[[221, 43], [113, 634]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6616766467065869, 'recall': 0.8371212121212122, 'f1': 0.7391304347826086, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9364844903988183, 'recall': 0.8487282463186078, 'f1': 0.8904494382022472, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8487282463186078,0.8371212121212122,0.9364844903988183,0.6616766467065869,0.09200099398405014,0.027125194205287903
0.72,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8427299703264095,0.8421412924424974,0.7961836283185841,0.8421412924424974,0.8121338340012412,0.8483542600920654,"[[222, 42], [117, 630]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6548672566371682, 'recall': 0.8409090909090909, 'f1': 0.736318407960199, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9375, 'recall': 0.8433734939759037, 'f1': 0.8879492600422833, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8433734939759037,0.8409090909090909,0.9375,0.6548672566371682,0.09200099398405014,0.027125194205287903
0.73,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8397626112759644,0.8413578556650846,0.793393274293086,0.8413578556650846,0.8094920159309165,0.8457716624610856,"[[223, 41], [121, 626]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6482558139534884, 'recall': 0.8446969696969697, 'f1': 0.7335526315789473, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9385307346326837, 'recall': 0.8380187416331994, 'f1': 0.8854314002828855, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8380187416331994,0.8446969696969697,0.9385307346326837,0.6482558139534884,0.09200099398405014,0.027125194205287903
0.74,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8348170128585559,0.8380111354508946,0.7885174733160779,0.8380111354508946,0.8045227777153859,0.8412868871981777,"[[223, 41], [126, 621]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6389684813753582, 'recall': 0.8446969696969697, 'f1': 0.7275693311582382, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9380664652567976, 'recall': 0.8313253012048193, 'f1': 0.8814762242725337, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8313253012048193,0.8446969696969697,0.9380664652567976,0.6389684813753582,0.09200099398405014,0.027125194205287903
0.75,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8308605341246291,0.8353337592795425,0.7847090074653211,0.8353337592795425,0.8005721635511054,0.8377023234166179,"[[223, 41], [130, 617]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6317280453257791, 'recall': 0.8446969696969697, 'f1': 0.7228525121555915, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9376899696048632, 'recall': 0.8259705488621151, 'f1': 0.8782918149466192, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8259705488621151,0.8446969696969697,0.9376899696048632,0.6317280453257791,0.09200099398405014,0.027125194205287903
0.76,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8298714144411474,0.8358890105878058,0.7840723904279956,0.8358890105878058,0.7999493810685196,0.8369118928817656,"[[224, 40], [132, 615]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6292134831460674, 'recall': 0.8484848484848485, 'f1': 0.7225806451612903, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9389312977099237, 'recall': 0.8232931726907631, 'f1': 0.8773181169757489, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8232931726907631,0.8484848484848485,0.9389312977099237,0.6292134831460674,0.09200099398405014,0.027125194205287903
0.77,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8259149357072205,0.8368854204697578,0.7814271190748507,0.8368854204697578,0.7970990695128626,0.833629419570277,"[[227, 37], [139, 608]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6202185792349727, 'recall': 0.8598484848484849, 'f1': 0.7206349206349206, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9426356589147287, 'recall': 0.8139223560910308, 'f1': 0.8735632183908046, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8139223560910308,0.8598484848484849,0.9426356589147287,0.6202185792349727,0.09200099398405014,0.027125194205287903
0.78,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8189910979228486,0.8322000121698917,0.7752926790321631,0.8322000121698917,0.7902929458370407,0.8273549978622954,"[[227, 37], [146, 601]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6085790884718498, 'recall': 0.8598484848484849, 'f1': 0.7127158555729984, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9420062695924765, 'recall': 0.8045515394912985, 'f1': 0.867870036101083, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8045515394912985,0.8598484848484849,0.9420062695924765,0.6085790884718498,0.09200099398405014,0.027125194205287903
0.79,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8180019782393669,0.832755263478155,0.7748450326687888,0.832755263478155,0.7896798118668596,0.8265520662008786,"[[228, 36], [148, 599]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.6063829787234043, 'recall': 0.8636363636363636, 'f1': 0.7125, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9433070866141732, 'recall': 0.8018741633199464, 'f1': 0.8668596237337193, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.8018741633199464,0.8636363636363636,0.9433070866141732,0.6063829787234043,0.09200099398405014,0.027125194205287903
0.8,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8130563798219584,0.8306331386150663,0.771089371538807,0.8306331386150663,0.7852139946606715,0.8221586980477638,"[[229, 35], [154, 593]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.597911227154047, 'recall': 0.8674242424242424, 'f1': 0.7078825347758887, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9442675159235668, 'recall': 0.7938420348058902, 'f1': 0.8625454545454545, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7938420348058902,0.8674242424242424,0.9442675159235668,0.597911227154047,0.09200099398405014,0.027125194205287903
0.81,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.811078140454995,0.8292944505293902,0.7694473258371022,0.8292944505293902,0.7832948218840796,0.8203648298115717,"[[229, 35], [156, 591]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5948051948051948, 'recall': 0.8674242424242424, 'f1': 0.7057010785824345, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9440894568690096, 'recall': 0.7911646586345381, 'f1': 0.8608885651857247, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7911646586345381,0.8674242424242424,0.9440894568690096,0.5948051948051948,0.09200099398405014,0.027125194205287903
0.82,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8041543026706232,0.8246090422295241,0.7638204312419636,0.8246090422295241,0.7766109881084169,0.8140854132733342,"[[229, 35], [163, 584]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5841836734693877, 'recall': 0.8674242424242424, 'f1': 0.698170731707317, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9434571890145396, 'recall': 0.7817938420348058, 'f1': 0.8550512445095169, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7817938420348058,0.8674242424242424,0.9434571890145396,0.5841836734693877,0.09200099398405014,0.027125194205287903
0.83,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.8001978239366964,0.8243808567603748,0.7617450900163667,0.8243808567603748,0.7735174867363415,0.8106546707933195,"[[231, 33], [169, 578]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5775, 'recall': 0.875, 'f1': 0.6957831325301205, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9459901800327333, 'recall': 0.7737617135207496, 'f1': 0.8512518409425626, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7737617135207496,0.875,0.9459901800327333,0.5775,0.09200099398405014,0.027125194205287903
0.84,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.7932739861523245,0.8209200438116101,0.7570405088173895,0.8209200438116101,0.7672603227089132,0.8044336938425451,"[[232, 32], [177, 570]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5672371638141809, 'recall': 0.8787878787878788, 'f1': 0.6894502228826151, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.946843853820598, 'recall': 0.7630522088353414, 'f1': 0.8450704225352113, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7630522088353414,0.8787878787878788,0.946843853820598,0.5672371638141809,0.09200099398405014,0.027125194205287903
0.85,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.7833827893175074,0.8154511987343313,0.7504509038206046,0.8154511987343313,0.7582462097844067,0.7954884426509332,"[[233, 31], [188, 559]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5534441805225653, 'recall': 0.8825757575757576, 'f1': 0.6802919708029197, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9474576271186441, 'recall': 0.7483266398929049, 'f1': 0.8362004487658938, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7483266398929049,0.8825757575757576,0.9474576271186441,0.5534441805225653,0.09200099398405014,0.027125194205287903
0.86,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.7784371909000989,0.8121044785201412,0.7469784519080294,0.8121044785201412,0.7535970753362058,0.7909733239884189,"[[233, 31], [193, 554]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5469483568075117, 'recall': 0.8825757575757576, 'f1': 0.6753623188405797, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.947008547008547, 'recall': 0.7416331994645248, 'f1': 0.8318318318318318, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7416331994645248,0.8825757575757576,0.947008547008547,0.5469483568075117,0.09200099398405014,0.027125194205287903
0.87,,1011,"[0, 1]","['benign', 'malignant']",True,[],0.7734915924826904,0.8112069490081538,0.7449413314176245,0.8112069490081538,0.7496488342595026,0.7865592580473223,"[[235, 29], [200, 547]]","[{'class': 0, 'class_name': 'benign', 'precision': 0.5402298850574713, 'recall': 0.8901515151515151, 'f1': 0.6723891273247496, 'support': 264}, {'class': 1, 'class_name': 'malignant', 'precision': 0.9496527777777778, 'recall': 0.7322623828647925, 'f1': 0.8269085411942555, 'support': 747}]",0.9073972658310008,0.9552103790145295,0.7322623828647925,0.8901515151515151,0.9496527777777778,0.5402298850574713,0.09200099398405014,0.027125194205287903
