system,split,macro_f1,balanced_accuracy,roc_auc,pr_auc,sensitivity,specificity,brier_score,calibration_error
frozen_ensemble,development_test,0.847734683552914,0.8463290710475062,0.922189290654021,0.966824732508468,0.9253112033195021,0.7673469387755102,0.08670359765884336,0.014833291625019075
frozen_ensemble,DDI,0.6512942177061068,0.6659311509013082,0.7209621993127147,0.5073981139087945,0.5730994152046783,0.7587628865979381,0.20189919453562463,0.032860043345537854
frozen_ensemble,DDI_minus_development_test,-0.1964404658468072,-0.18039792014619804,-0.20122709134130634,-0.4594266185996735,-0.3522117881148238,-0.008584052177572077,0.11519559687678127,0.018026751720518777
